PaperID,StudentName,PhoneNum,Subject,Marks,InvigilatorName,ExamDate,ExamType
P6001,Edward Rodriguez MD,001-169-453-6685x959,Biology,36,Lisa Hayes,2024-09-28,Midterm
P6002,Joshua Castillo,(876)564-1866,Math,21,Dennis Anderson,2024-12-16,Final
P6003,Raymond Bruce,001-009-100-3305x245,Science,52,Timothy Dixon,2024-01-25,Practice
P6004,William Nunez,(198)689-1399,Science,19,Tammy Payne,2024-11-10,Midterm
P6005,Lori Green,001-235-464-6497x351,Geography,50,Jordan Henderson,2024-09-11,Practice
P6101,Linda Smith,718-296-2985x55443,English,21,Matthew Kerr,2024-12-02,Final
P6102,Michael Collins,(691)261-6483x90424,Science,61,Dana Owens,2024-02-16,Midterm
P6103,Wesley Hensley,037.518.8497,Science,84,Joshua Clark,2024-03-07,Final
P6104,Joseph Montoya,+1-381-628-6198x31950,English,23,David Rodriguez,2024-05-17,Midterm
P6105,Christopher Ross,417-057-7367,English,85,David Pierce,2024-05-09,Final
P6201,Amanda Wilkinson,+1-297-630-7796x23456,Math,82,Heather Leon,2024-12-06,Practice
P6202,Alexandra Jackson,195.847.8404,Math,66,Linda Mann,2024-11-29,Practice
P6203,Dwayne Ochoa,001-608-977-8849x7122,Chemistry,48,David Roberts,2024-01-15,Midterm
P6204,Michael Hoover,844.435.8460x85655,Geography,65,Samuel Holland,2024-07-17,Practice
P6205,Wendy Contreras,001-886-670-3676x9613,English,79,Justin Gilbert,2024-10-24,Midterm
P6301,Todd Torres,001-290-003-2276x2865,Chemistry,96,Brian Shelton,2024-04-06,Quiz
P6302,Margaret Gonzalez,119.362.3092,Chemistry,37,Frederick Bates,2024-06-02,Final
P6303,Elizabeth Hunter,+1-769-977-5403x5771,Chemistry,32,Tyler Rodriguez,2024-01-10,Quiz
P6304,Amanda Smith,(367)681-2099x264,English,22,Nathan Anderson,2024-06-24,Midterm
P6305,Whitney Ashley,001-924-721-2733x8810,Biology,19,Ann Barnes,2024-08-14,Midterm
P6401,Jordan Wagner,3387475654,Chemistry,76,Jennifer Hoffman,2024-08-02,Midterm
P6402,April Sims,031-834-2035,Geography,13,Denise Lucas,2024-01-01,Final
P6403,Krystal Robinson,842-888-1768,Math,97,Matthew Cole,2024-05-20,Practice
P6404,Anna Taylor,001-002-769-7292x70741,Math,36,Jill Baldwin,2024-06-17,Midterm
P6405,Mark Morris,(896)610-8567x46270,Science,70,Michael Charles,2024-05-11,Practice
P6501,Gary Cline,675-478-2165,History,4,Alexandria Roberts,2024-01-12,Final
P6502,Kathleen Fernandez,8744241803,English,9,Lisa Griffin,2024-01-29,Final
P6503,Dr. Mark Hartman DDS,001-255-704-0242x8606,Science,99,Elizabeth Campos,2024-08-04,Midterm
P6504,Matthew Obrien,583-031-3260,History,12,Susan Zavala,2024-09-04,Practice
P6505,Patrick Nguyen,744.657.7230,Biology,46,Tammy Sosa,2024-09-10,Final
P6601,Michael Lopez,+1-955-231-1794x85343,Geography,6,Juan Horton,2024-11-24,Quiz
P6602,Heidi Smith,+1-016-605-6095x75877,Physics,50,Austin Gray,2024-12-16,Final
P6603,Lori Morris,427-164-2735,Biology,42,Rachel King,2024-08-14,Quiz
P6604,Matthew Brown PhD,555.162.6497,Math,24,Sarah Price,2024-08-25,Quiz
P6605,Michael White,+1-414-054-6511,Chemistry,83,Penny Ibarra,2024-04-15,Practice
P6701,Cassidy Lopez,721.226.2737x8842,Geography,21,Eric Garcia,2024-11-07,Practice
P6702,Adam Bridges,001-764-576-2413x904,Physics,76,Tamara Garrett,2024-05-31,Practice
P6703,Casey Rose,265-555-0096,Chemistry,50,Scott Reynolds,2024-01-05,Midterm
P6704,Elizabeth Smith,962.003.9397x49223,Geography,10,Kristine West,2024-12-25,Midterm
P6705,Krystal Savage,5164789019,Geography,10,Mark Cobb MD,2024-09-14,Final
P6801,Jack Parks,931.142.2973x040,History,98,Amy Torres,2024-05-12,Quiz
P6802,Richard Lee,+1-609-716-3234x548,Science,83,Timothy Alexander,2024-08-29,Quiz
P6803,Robert Wilson,001-597-690-3981x240,Math,39,John Everett,2024-01-18,Quiz
P6804,Kevin Mccann,(407)731-1302,Science,55,Dominique West,2024-12-23,Quiz
P6805,Mary Beltran,001-418-771-6001x7077,Physics,33,Bobby Lee,2024-11-04,Midterm
P6901,John Chavez,(596)276-4406x620,History,60,Jennifer Anderson,2024-08-25,Midterm
P6902,Jessica Taylor,(513)624-0833,Physics,37,Victoria Blair,2024-10-02,Final
P6903,Joseph Smith,001-385-087-0282x9432,English,10,Ashley Baker,2024-01-24,Quiz
P6904,Danielle Hall,(210)530-5162,Science,72,Robert Peterson,2024-06-06,Final
P6905,Douglas Maxwell,287.018.7705x13163,Biology,71,Elizabeth Smith,2024-07-28,Final
P7001,Joel Rogers,+1-020-059-6947x40086,Math,11,Joshua Ramos,2024-06-18,Final
P7002,Victor Jackson,(133)761-9418x249,Chemistry,95,Chris Martin,2024-09-06,Midterm
P7003,Jeffrey Rodriguez,(883)790-6895x349,Biology,84,Tracy Silva,2024-03-18,Quiz
P7004,Ashley Huffman,978.116.1132x62253,Math,0,Taylor Gilmore,2024-06-24,Practice
P7005,Angela Gray,(187)134-4619x09272,English,31,Theodore Wright,2024-07-30,Final
P7101,Samantha Rodriguez,001-958-939-3735x0259,Science,63,Sherry Burns,2024-11-13,Quiz
P7102,James Schaefer,(803)701-8531x6172,Math,83,Kathy Flores,2024-11-22,Midterm
P7103,Dr. Jeffrey Stewart DDS,090-821-5864x63639,Physics,2,Jennifer Henderson,2024-01-14,Final
P7104,Robert Mack,+1-449-883-8651x04561,History,80,Denise Lane,2024-01-02,Quiz
P7105,Scott Williams,530-304-7010,Physics,72,Sharon Livingston,2024-05-26,Quiz
P7201,Clinton Harris,001-423-793-0039,English,48,Perry Martinez,2024-12-22,Final
P7202,Ronald Thomas,+1-293-101-5501x690,Biology,63,Amber Jennings,2024-08-04,Final
P7203,William Long,001-624-018-6827,Chemistry,48,Mary Johnson,2024-08-16,Practice
P7204,Brandi Newman,483-813-4666x5464,Chemistry,33,Jordan Perez,2024-12-07,Final
P7205,Jimmy Gregory,(333)777-2499,Science,98,Joseph Jackson,2024-03-12,Practice
P7301,Darren Francis,(458)913-0579,Chemistry,18,Mason Lee,2024-05-02,Quiz
P7302,Michael Nelson,(205)940-1869x8505,Chemistry,57,Lisa White,2024-09-12,Final
P7303,Miss Laura Swanson,(069)461-2291x877,Math,7,Ashley Williams,2024-03-08,Quiz
P7304,Thomas Holden,(522)944-9748x3284,History,87,Patrick Davis,2024-07-21,Practice
P7305,Kristen Martin MD,020-471-8724x660,Chemistry,63,John Wheeler,2024-01-20,Quiz
P7401,Veronica Brown,+1-956-720-7814x30058,Chemistry,19,Christopher Cruz,2024-08-17,Final
P7402,Angel Jimenez,269.873.6695x35680,Physics,42,Adrian Moran,2024-11-11,Practice
P7403,Rebecca Rodriguez,(490)450-0031x6500,Chemistry,24,Maxwell Reyes,2024-02-07,Practice
P7404,Jennifer Morales,001-001-813-2178,History,60,Joseph Alvarado,2024-04-22,Practice
P7405,Karen Guzman,001-137-856-6017,Science,56,Elizabeth Cooper,2024-03-05,Final
P7501,William Benson,131-643-9642x9110,Biology,21,Michael Thomas,2024-03-29,Midterm
P7502,Jenna Montgomery,+1-337-491-6713x13674,English,73,Joshua Garcia,2024-04-21,Practice
P7503,Steve Schneider,111-707-0191,Science,59,Katherine Gonzalez,2024-01-19,Midterm
P7504,Megan Webb,5899229035,Chemistry,54,Angela Johnson,2024-01-26,Quiz
P7505,Mrs. Laura Padilla,001-655-032-9087x304,Science,48,Juan Boyd,2024-01-30,Midterm
P7601,Amanda Johnson,001-583-490-1140x7892,Physics,80,Roger Good,2024-09-07,Practice
P7602,Michael Wilson,(866)390-9400,Math,14,Cassandra Pearson,2024-03-18,Practice
P7603,Peter Walker,001-583-649-0898x5140,Science,38,Scott White,2024-04-24,Quiz
P7604,Justin Rogers,539-070-4958,Physics,47,Mrs. Christy Cook DDS,2024-06-11,Midterm
P7605,Vincent Glover,(771)673-4173,Chemistry,6,Betty Ryan,2024-10-07,Practice
P7701,Anthony Rogers,+1-812-369-7412x101,Math,92,Kayla Richardson,2024-01-20,Quiz
P7702,Brian Clark,(104)192-1474x5499,Physics,83,David Kerr,2024-11-24,Midterm
P7703,Jennifer Gray,501.446.6160,English,27,Karen Williams,2024-08-19,Quiz
P7704,Larry Taylor,853-371-7979x7126,Science,63,Dawn Brown,2024-06-09,Midterm
P7705,Cheryl Kerr,001-875-242-9604x2613,Chemistry,73,Timothy Perkins,2024-05-06,Quiz
P7801,Anthony Gonzalez,001-304-513-9242,Chemistry,62,Michelle Mullins,2024-11-04,Midterm
P7802,Michelle Murray,318.972.3021,Science,97,Aaron Hernandez,2024-03-20,Final
P7803,Stephen Becker,+1-687-320-9517x55062,History,3,Charles Strickland,2024-04-24,Midterm
P7804,Ashley Smith,(429)898-1258x715,History,26,Mark Parker,2024-05-11,Midterm
P7805,Tammy Pratt,(618)746-1318x55905,Geography,29,Samuel Morris DDS,2024-09-16,Midterm
P7901,Daniel Bailey,001-171-898-2640x98877,Math,28,James Hunt,2024-02-18,Quiz
P7902,Amber Phillips,101.799.7680x0324,English,57,Rebecca Cox,2024-12-16,Midterm
P7903,Jamie Pace,144-845-6297x43970,Math,84,Christina Morrison,2024-02-16,Practice
P7904,Jeremy Bell,(499)164-5287x95771,Biology,70,Theresa Martin,2024-04-07,Practice
P7905,Amy Edwards,(335)701-6714,English,16,Dale Waters,2024-04-19,Practice
P8001,Darrell Marshall Jr.,001-036-602-2678x47317,Physics,68,Christopher Schneider,2024-10-25,Quiz
P8002,Robert Donaldson,2480148982,History,76,Carrie Morales,2024-12-04,Practice
P8003,Kelly Jones,387-883-9921x2093,Math,75,Darrell Wright,2024-07-29,Quiz
P8004,Jeffrey Howard,(214)741-8117,Science,90,Jonathan Hill,2024-09-02,Quiz
P8005,Chelsea Fischer,001-346-424-9405x048,Biology,39,Chad Dean,2024-12-22,Midterm
P8101,Carolyn Evans,001-242-820-3437x689,Chemistry,99,Heather Anderson,2024-04-01,Midterm
P8102,Anna Martinez,001-940-472-3405x931,History,42,Jeffrey Johnson,2024-10-28,Midterm
P8103,Brenda Johnson,001-153-186-7988,Math,47,Ryan Smith,2024-12-07,Practice
P8104,Tony Mendez,712.518.0317,History,61,Brandi Gonzales,2024-11-11,Practice
P8105,Robin Hughes,1080424248,Science,38,Andrew Hanson,2024-04-01,Practice
P8201,Michael Stanley,(736)863-7779x42986,Chemistry,91,Stephanie Mcdonald,2024-01-14,Midterm
P8202,Alicia Merritt,(718)944-9324x193,Biology,46,Spencer Mcbride,2024-03-01,Final
P8203,Mark Brown,+1-856-912-3220,Physics,35,Brian Morgan,2024-08-19,Quiz
P8204,Karen Blanchard,751.319.9686x781,English,84,Anna Fernandez,2024-08-24,Quiz
P8205,David Smith,908.727.5626,Chemistry,20,Joshua Braun,2024-04-08,Final
P8301,Mark Brown,+1-109-328-9772,Geography,91,Shane Schmidt,2024-05-07,Final
P8302,William Vega,+1-720-598-8900x09599,Chemistry,46,Adam Coleman,2024-05-06,Practice
P8303,Tina Hughes,001-325-516-6133,Science,55,Adam Phillips,2024-07-23,Midterm
P8304,Jasmine Chavez,(821)341-3072,Chemistry,14,Stephanie English,2024-05-06,Practice
P8305,Amanda Maxwell,+1-803-608-1773x879,History,9,Kristine Ellison,2024-04-27,Final
P8401,Nicole Johnson,+1-142-118-7263x888,English,7,Lisa Wallace,2024-02-06,Final
P8402,Michael Cohen,858-600-9291x26255,Science,38,Amy Phillips,2024-09-15,Practice
P8403,James Edwards,001-382-985-6227,Physics,87,Holly Valenzuela,2024-10-22,Practice
P8404,Vincent Lawrence,684.061.1453,History,25,Michael White,2024-01-16,Quiz
P8405,Carl Gonzalez,+1-485-081-1139,Chemistry,10,Jacob Phillips,2024-07-28,Midterm
P8501,Patricia Brown,(090)214-1469x1060,Chemistry,14,Victoria Williams,2024-09-20,Final
P8502,Susan Miller,+1-059-623-8856x457,Chemistry,38,Amy Ramsey,2024-10-10,Midterm
P8503,Paul Durham,853-970-0272,Chemistry,100,Ryan Bailey,2024-07-12,Final
P8504,Alexandra Edwards,(254)540-9083x44910,Chemistry,79,Pamela Taylor,2024-10-24,Final
P8505,Mitchell Castro,001-610-385-4214,Geography,39,Randall Tran,2024-08-24,Practice
P8601,Brittany Cooper,151.067.5219,English,59,Danny Williams,2024-03-15,Final
P8602,Meghan Harrison,530.527.1542x1454,English,90,James Sanchez,2024-01-20,Final
P8603,Jeffrey Peterson,+1-764-692-6462x84400,Chemistry,45,Luke Ortiz,2024-07-28,Quiz
P8604,Carmen Torres,282.974.8483,History,26,Lynn Meyer,2024-07-01,Quiz
P8605,Scott Hammond,094.834.1193x9949,History,80,Bradley Smith,2024-07-05,Final
P8701,Lori Wall,(732)179-5370x65970,Biology,59,Angie Rosario,2024-11-19,Midterm
P8702,Steven Martin,493-705-2134x8273,History,66,Jeffrey Lester,2024-06-11,Final
P8703,Jerry Leon,+1-471-658-1266x68154,Biology,28,Mr. Timothy Terrell,2024-05-18,Final
P8704,Christina Watson,880-665-9843,Geography,2,Cynthia Garrison,2024-01-24,Practice
P8705,Ryan Jones,0802807859,History,72,Javier Hall,2024-02-15,Final
P8801,Jaime Atkinson,(715)557-0284x48006,Science,90,Zachary Woods,2024-11-28,Quiz
P8802,Nancy Morales,673-823-7621,English,51,William Miller,2024-01-14,Quiz
P8803,Reginald Mason,0121878299,Physics,80,Justin Stafford,2024-10-19,Quiz
P8804,Mrs. Loretta Case,+1-147-613-3411x475,Chemistry,49,Craig Davis,2024-11-20,Final
P8805,Donald Choi,582.263.9864x518,Physics,94,Steven Richards,2024-05-13,Quiz
P8901,Brent Richardson,(029)035-6174,Biology,7,Nathan Valdez,2024-04-25,Final
P8902,Jennifer Garrison,728-809-8795x2078,Geography,0,John Barber,2024-07-07,Quiz
P8903,Leslie Guerra,5625995561,Geography,31,Lindsay Perry,2024-08-16,Practice
P8904,Michael Robles Jr.,(992)229-3762x58895,Geography,12,Sylvia Davis,2024-09-02,Final
P8905,Kendra Lloyd,036.366.2993,Biology,42,Andre Robinson,2024-08-08,Midterm
P9001,Dr. Leslie Miller,958-802-8123x20558,Physics,55,Joy Allen,2024-12-20,Midterm
P9002,Linda Singleton,(251)058-6958x313,Chemistry,75,John Alvarez,2024-05-10,Final
P9003,Jonathan Haley,+1-948-134-2372x80124,Math,70,David Ramsey,2024-12-08,Midterm
P9004,Jason Smith,+1-082-134-8013,Science,53,Kendra Gonzalez,2024-02-07,Midterm
P9005,Steven Brennan,001-898-983-8515x577,History,82,Maria Figueroa,2024-07-05,Final
P9101,James Rivas,+1-962-055-1825x57198,Math,16,Brian Jackson,2024-06-05,Final
P9102,Courtney Smith,+1-198-205-3152x913,Physics,39,William Weber,2024-04-25,Final
P9103,Christopher Williams,001-274-131-8798x07040,Chemistry,60,Mary Martin,2024-10-13,Quiz
P9104,Kenneth Butler,001-842-926-0603x326,Science,4,Michael Skinner,2024-10-02,Quiz
P9105,Katherine Bass,122-123-9970x59425,Math,43,Heather Dorsey,2024-06-22,Quiz
P9201,Nicole Garcia,(306)025-7607x619,Science,57,April Page,2024-05-22,Midterm
P9202,Bethany Wilson,001-616-521-7156x5516,Physics,41,Lori Brown,2024-03-30,Midterm
P9203,Robin Tyler,096.786.0400x71366,History,69,Nathan Beard,2024-12-10,Midterm
P9204,Erin Murphy,001-943-874-1986x07462,Geography,49,Heather Scott,2024-06-30,Practice
P9205,Elaine Gomez,919.211.3060x27302,Chemistry,96,Gregory Neal,2024-03-26,Quiz
P9301,Brent Taylor,+1-156-964-3775x955,Physics,98,Margaret Hill,2024-03-03,Quiz
P9302,Joel Andrade,+1-835-404-4183,Biology,88,Ronald Patterson,2024-01-30,Midterm
P9303,Charles Sanchez,001-248-342-5315x77156,Biology,47,Taylor Lester,2024-03-23,Practice
P9304,Vanessa Guerra,+1-668-512-3484,Biology,74,Jonathan Madden,2024-05-29,Quiz
P9305,David Spencer,388-064-9811,English,92,April Foster,2024-11-23,Midterm
P9401,Kelsey Roberts,001-358-910-5733x8480,History,32,Robert Wells,2024-01-03,Quiz
P9402,Kyle Osborn,001-979-739-5769,Math,89,William Lucas,2024-05-13,Quiz
P9403,Nicholas Cooper,(191)059-1537x20391,Science,76,Andrea Nelson,2024-08-10,Midterm
P9404,Michael Mitchell,539-208-7281x09346,Physics,41,Samuel Martinez,2024-12-07,Midterm
P9405,Joseph Ballard,+1-296-209-6462x77183,Science,0,Crystal Smith,2024-02-21,Midterm
P9501,Miranda Spencer,318-821-5352x69564,Chemistry,78,Darren Hansen,2024-08-27,Practice
P9502,Tammy Barnes,+1-542-574-4070x55945,Physics,81,Kathy Woods,2024-11-25,Practice
P9503,Mr. Donald James,001-305-021-4997x0298,Geography,35,Brenda Wilkerson MD,2024-05-12,Quiz
P9504,Rita Webb,259-978-0885x329,Math,47,Tim Jones,2024-08-07,Practice
P9505,Jeffrey Stephens,001-010-210-9560x28905,English,57,Terry Davis,2024-09-09,Midterm
P9601,Matthew Reynolds,260.437.8153,History,56,Judith Hamilton,2024-05-19,Practice
P9602,Bobby Kelly,4140555179,Physics,64,Joshua Smith,2024-10-19,Final
P9603,William Rojas,107-643-7657,Geography,92,Jennifer Davis,2024-05-20,Final
P9604,Kevin Juarez,001-230-069-3498,Biology,58,Joel Johnson,2024-01-05,Final
P9605,Emily Hale,(374)581-7651x21756,Math,90,Michelle Craig,2024-02-08,Final
P9701,Matthew Johnson,(785)956-9909x23344,Math,53,Gary Ortiz,2024-04-09,Practice
P9702,Jared Lee,+1-071-944-3542x46420,Biology,64,Lynn Payne,2024-11-29,Quiz
P9703,Kathryn Rojas,928-226-4433x000,Biology,58,Holly Rice,2024-11-10,Final
P9704,Melissa Jones,6603445162,Chemistry,51,Gene Stephens,2024-04-01,Midterm
P9705,Eric Nguyen,(626)932-4921x4613,Physics,52,Jacob Schneider,2024-12-26,Quiz
P9801,Stacey Kane,269-217-0533x52600,Math,64,Edward Cox,2024-06-06,Quiz
P9802,Kristina Hicks,(260)384-5808x709,English,85,Jordan Cruz,2024-05-10,Final
P9803,Mariah Mcdonald,+1-614-480-4310,Chemistry,87,Shawn Johnson,2024-11-30,Midterm
P9804,Isaiah Kidd,9069268149,Biology,36,Kevin Griffin,2024-10-17,Final
P9805,Kenneth Smith,001-123-956-8857,English,41,Stacy Lindsey,2024-03-02,Practice
P9901,James Wilson,4870007511,Biology,13,Kathy Knapp,2024-10-17,Practice
P9902,Alexander Gonzalez,339-329-3999x9904,Science,27,James Massey,2024-12-10,Final
P9903,Arthur Taylor,953-853-6583,Biology,40,Douglas Hall,2024-07-29,Midterm
P9904,Justin Randall,(681)770-5102x092,Chemistry,15,Kevin Reyes,2024-10-05,Midterm
P9905,John Santiago,001-493-222-0671x129,Physics,36,Crystal Wilson,2024-04-09,Practice
P10001,Danielle Morrow,+1-620-129-0102x5639,Math,73,Chad Griffith,2024-01-15,Quiz
P10002,Angela Thomas,874-357-5347x11386,Geography,48,Frederick Russell,2024-03-25,Midterm
P10003,Stephen King,(316)807-9142,Geography,51,Victor Phelps,2024-03-18,Practice
P10004,Jaclyn Howard,(630)767-3413x83826,Physics,47,Veronica Knapp,2024-10-14,Midterm
P10005,Colleen Romero,681-618-5538x76642,History,60,Raymond Malone,2024-02-04,Practice
P10101,Victor Hill,772-369-0998,Biology,16,Corey Mitchell,2024-04-25,Midterm
P10102,William Osborne,890-102-1264,Science,89,Gregory Mason,2024-06-07,Final
P10103,Debbie Davis,8959918517,Science,65,Diane Johnson,2024-12-26,Practice
P10104,Michelle Harrington,+1-414-683-6480x556,Chemistry,55,Carly Farley,2024-04-16,Midterm
P10105,Brent Carroll,001-493-467-4836x6827,English,88,Pamela Castro,2024-07-26,Quiz
P10201,Jacob Hines,+1-345-270-1473x9241,Geography,81,Darryl Ford,2024-09-03,Quiz
P10202,Victoria Davis,+1-536-746-9851x5711,Geography,6,Richard Sims,2024-04-07,Final
P10203,Katherine Ford,544.943.6523x54433,Physics,73,Betty Guzman,2024-11-24,Final
P10204,Paul Miller,(370)556-0566x794,Physics,35,Melody Rogers,2024-08-28,Final
P10205,Joshua Fischer,(500)877-8272x5576,Science,52,Barbara Phillips,2024-12-12,Quiz
P10301,Logan Rhodes,351.894.1956x1535,Geography,57,Stacy Mckenzie,2024-08-28,Quiz
P10302,Elizabeth Adams,(945)482-2684x1367,Math,57,Elizabeth Clayton,2024-03-06,Practice
P10303,Michael Higgins,765.019.5440,English,55,Joseph Ayala,2024-09-14,Quiz
P10304,Yolanda Reyes,+1-049-842-5132x939,English,6,Michelle Smith,2024-11-26,Final
P10305,Julie Lynch,+1-945-523-7680x87868,Biology,40,Raven Herrera,2024-06-18,Quiz
P10401,Michelle Mccarthy,001-652-152-7204x810,Chemistry,19,Andre Dodson,2024-04-03,Quiz
P10402,Brenda Dixon,001-810-824-0586x269,Geography,96,Terry Curry,2024-04-20,Midterm
P10403,Robert Castillo,001-032-456-3690x6205,Math,75,Tyler Parrish,2024-01-15,Practice
P10404,James Mahoney,330-755-5021x475,Math,69,Jason Brown,2024-06-29,Final
P10405,Richard Singleton,621-226-6466,Math,54,Kelsey Jackson,2024-12-09,Quiz
P10501,Garrett Barnes DDS,4158134449,English,18,Matthew Mann,2024-09-19,Midterm
P10502,John Hurley,(163)918-7987,Biology,8,Danielle Poole,2024-10-03,Practice
P10503,Johnathan Stuart,133-199-8499x226,Math,42,Benjamin Mata,2024-08-16,Midterm
P10504,Erica Torres,(080)938-3492x105,Physics,14,Belinda Kelly,2024-01-27,Practice
P10505,Jacqueline Johnson,395.926.2674,English,61,Oscar Medina,2024-12-12,Midterm
P10601,Mark Cooper,(718)978-5344,English,38,Jack Gonzalez,2024-07-25,Practice
P10602,Nancy Kim,423.661.7365,Physics,26,Jesus Chavez,2024-04-10,Quiz
P10603,Roy Smith,+1-801-744-0498x23254,Geography,90,Leah Thomas,2024-06-29,Quiz
P10604,Deborah Reyes,000-171-5813x977,Physics,9,Sophia Compton,2024-07-24,Quiz
P10605,Julie Wade,438-689-3159x032,History,99,Mrs. Victoria Jennings,2024-05-25,Quiz
P10701,Nicole Harrison,001-860-992-5991x071,English,93,Richard Lane,2024-12-20,Midterm
P10702,Amanda Lee,(182)039-7281x85507,History,40,Jerry Rodriguez,2024-02-27,Midterm
P10703,Paul Crawford,001-515-078-2959x1945,History,68,Ronald Patterson,2024-11-26,Midterm
P10704,Michael Phillips,001-717-034-6191x5506,History,67,Tracey Johnson,2024-10-23,Practice
P10705,Michelle Wood,+1-147-091-1680,Chemistry,68,Dawn Diaz,2024-08-05,Quiz
P10801,George Perry,(962)414-3964x8612,Science,78,Kayla Brown,2024-01-06,Practice
P10802,Cory Blair,195-000-7127x21237,Biology,0,Jonathan Glover,2024-07-02,Midterm
P10803,Tamara Garcia,630-059-9643,Chemistry,98,Tammy Collins,2024-07-17,Quiz
P10804,Cathy Ferguson,2051528842,Geography,51,Jordan Thompson,2024-09-23,Midterm
P10805,Nicole Wilson,851-885-6148x789,Geography,68,Andrew Barker,2024-10-23,Practice
P10901,Dennis Fisher,(164)513-2677,History,67,Joshua Park,2024-12-08,Midterm
P10902,Mary Glenn,(212)879-7638,Geography,26,Monica Martin,2024-01-08,Final
P10903,Dawn Collier,001-582-804-1052x24509,Biology,81,Christopher Shannon MD,2024-11-25,Final
P10904,Nicholas Ray,425-629-3987x1787,Physics,22,John Barton,2024-10-30,Quiz
P10905,Amanda Stevenson,(132)481-1129x9362,Science,98,Kayla Wallace,2024-11-13,Quiz
P11001,Mr. Anthony Olson,528.884.0405,English,60,Richard Wallace,2024-08-19,Practice
P11002,David Edwards,+1-230-754-2915x904,Geography,86,Matthew Webb,2024-05-14,Final
P11003,Jason Choi,489-798-1959,Geography,13,Erika Robles,2024-04-12,Final
P11004,Gabriel Henry,(975)765-3930,Science,15,Barbara Andrews,2024-05-04,Final
P11005,John Franklin,+1-327-163-9722x6890,Chemistry,87,Martin Davis,2024-05-16,Practice
P11101,Jacob Campbell,+1-252-398-4922x09869,English,79,Deborah White,2024-10-18,Quiz
P11102,Richard Swanson,385-005-5208,Science,11,Kayla Burns,2024-10-01,Final
P11103,Megan Wilson,(367)638-6698x959,Geography,99,Thomas Mercado,2024-11-12,Midterm
P11104,Kevin Fisher,434-207-7874x4937,History,7,Matthew Jones,2024-11-21,Midterm
P11105,Henry Kelly,001-432-791-8887x52554,Chemistry,23,Jacob Swanson,2024-03-02,Quiz
P11201,Shelby Perez,(046)194-5027,English,68,Kayla Maxwell,2024-11-01,Final
